order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status
ORD-013249,18-04-2026,CUS-005376,Consumer,Cologne,Germany,WH-002,Los Angeles,Automotive,5.18,438.33,International,PrimeDelivery,1066.5,11,12,Delivered,Yes,1,98.21,Large,Digital Wallet,High,Rain,3,No,None,1,11,Delivered
ORD-013250,26-05-2026,CUS-001099,Consumer,Abu Dhabi,United Arab Emirates,WH-001,New York,Pet Supplies,0.1,92.77,International,FastTrack Logistics,4616.9,12,17,Delivered,Yes,5,202.16,Small,PayPal,Normal,Storm,4,No,None,1,25.3,Delivered
ORD-013251,22-02-2026,CUS-005315,Small Business,Delhi,India,WH-006,Berlin,Fashion,1.39,171.6,Express,BlueRoute,2429,3,3,Delivered,No,0,99.49,Medium,Digital Wallet,Normal,Cloudy,4,No,None,1,13.4,Delivered
ORD-013252,10-10-2026,CUS-004060,Consumer,Phoenix,United States,WH-009,Dubai,Sports & Fitness,1.09,11.54,Economy,FastTrack Logistics,1093.7,9,8,Delivered,No,0,22.35,Medium,Credit Card,Normal,Cloudy,5,No,None,1,27.7,Delivered
ORD-013253,27-06-2026,CUS-003351,Consumer,Singapore,Singapore,WH-006,Berlin,Health & Personal Care,0.21,47.97,Express,EagleCourier,913.6,2,2,Delivered,No,0,34.04,Small,Bank Transfer,Low,Clear,4,No,None,1,43,Delivered
ORD-013254,28-05-2026,CUS-001182,Enterprise,Chicago,United States,WH-008,Sydney,Office Supplies,0.81,23.68,Standard,SwiftShip,3567.8,6,8,Delivered,Yes,2,112.25,Medium,Credit Card,Urgent,Storm,3,Yes,Damaged Package,1,1.1,Delivered
ORD-013255,07-05-2026,CUS-005044,Small Business,Milan,Italy,WH-002,Los Angeles,Home & Kitchen,0.1,136.04,Economy,ParcelPro,1979.9,9,14,Delivered,Yes,5,38.63,Medium,Credit Card,Low,Snow,3,No,None,1,10.8,Delivered
ORD-013256,04-06-2026,CUS-005062,Consumer,San Antonio,United States,WH-007,Paris,Home & Kitchen,1.94,65.9,Economy,BlueRoute,3012,10,10,Delivered,No,0,66.26,Medium,Cash on Delivery,Normal,Cloudy,4,No,None,1,22.1,Delivered
ORD-013257,27-04-2026,CUS-002535,Consumer,Houston,United States,WH-010,Singapore,Beauty,0.1,11.76,International,PrimeDelivery,5223.3,13,15,Delivered,Yes,2,261.59,Small,Cash on Delivery,Normal,Rain,4,No,None,1,3.4,Delivered
ORD-013258,03-10-2026,CUS-005603,Consumer,Dubai,United Arab Emirates,WH-001,New York,Pet Supplies,3.97,147.55,Standard,EagleCourier,3054.6,6,7,Delivered,Yes,1,124.97,Large,Digital Wallet,Normal,Cloudy,3,No,None,2,27.5,Delivered
ORD-013259,27-10-2026,CUS-005304,Small Business,Birmingham,United Kingdom,WH-006,Berlin,Electronics,5.16,964.6,Express,SpeedyCargo,1835.4,3,3,Delivered,No,0,98.33,Large,PayPal,High,Clear,4,No,None,1,14.2,Delivered
ORD-013260,10-11-2026,CUS-003175,Consumer,Pune,India,WH-010,Singapore,Grocery,4.05,44.29,Economy,FastTrack Logistics,2370.2,9,12,Delivered,Yes,3,62.37,Large,Debit Card,High,Snow,3,Yes,Product Defect,1,8.8,Delivered
ORD-013261,30-09-2026,CUS-005533,Enterprise,San Antonio,United States,WH-003,Chicago,Electronics,1.46,728.8,International,EagleCourier,4551.8,12,21,Delivered,Yes,9,266.07,Medium,Digital Wallet,Normal,Snow,3,Yes,Late Delivery,1,6.5,Delivered
ORD-013262,16-09-2026,CUS-001007,Small Business,Austin,United States,WH-010,Singapore,Electronics,7.58,793.07,International,BlueRoute,4061.1,12,13,Delivered,Yes,1,332.18,Large,Bank Transfer,High,Clear,2,Yes,Wrong Item,1,6.8,Delivered
ORD-013263,22-06-2026,CUS-002865,Consumer,Perth,Australia,WH-004,Toronto,Electronics,2.36,1520.75,International,GlobalExpress,6815.5,13,17,Delivered,Yes,4,500,Oversized,Debit Card,High,Cloudy,3,No,None,1,10.6,Delivered
ORD-013264,26-08-2026,CUS-005571,Consumer,Edmonton,Canada,WH-005,London,Home & Kitchen,0.1,400.91,Express,BlueRoute,1350.4,3,4,Delivered,Yes,1,49.09,Small,PayPal,High,Rain,3,No,None,1,8.7,Delivered
ORD-013265,28-02-2026,CUS-001328,Consumer,Nantes,France,WH-005,London,Health & Personal Care,0.69,96.03,International,EagleCourier,2699.4,11,16,In Transit,Yes,5,177.73,Large,Digital Wallet,Normal,Snow,3,No,None,2,20.4,In Transit
ORD-013266,12-04-2026,CUS-004271,Consumer,Toronto,Canada,WH-006,Berlin,Grocery,2.49,10.63,Express,SwiftShip,157.7,2,2,Delivered,No,0,27.09,Large,Credit Card,High,Snow,5,No,None,1,8.8,Delivered
ORD-013267,02-09-2026,CUS-005729,Consumer,Austin,United States,WH-001,New York,Home & Kitchen,9.9,10,International,GlobalExpress,1182.2,11,11,Delivered,No,0,109.2,Large,Debit Card,Normal,Clear,5,No,None,1,21,Delivered
ORD-013268,20-11-2026,CUS-000806,Consumer,Lyon,France,WH-009,Dubai,Automotive,2.65,425.35,Economy,EagleCourier,1035.9,9,8,Delivered,No,0,33.54,Large,Credit Card,Normal,Clear,5,No,None,2,24.9,Delivered
ORD-013269,28-03-2026,CUS-002874,Consumer,Faisalabad,Pakistan,WH-002,Los Angeles,Pet Supplies,8.4,12.99,Same Day,PrimeDelivery,1147.9,1,1,Delivered,No,0,128.21,Large,Cash on Delivery,Normal,Cloudy,4,No,None,1,7.8,Delivered
ORD-013270,21-11-2026,CUS-004144,Consumer,Philadelphia,United States,WH-002,Los Angeles,Automotive,3.15,704.26,Standard,PrimeDelivery,1056.8,5,5,Delivered,No,0,43.79,Large,Digital Wallet,High,Clear,4,Yes,Wrong Item,1,9.6,Delivered
ORD-013271,03-02-2026,CUS-003902,Consumer,New York,United States,WH-006,Berlin,Beauty,0.18,57.47,International,SwiftShip,3843.7,12,17,Delivered,Yes,5,175.55,Small,PayPal,Normal,Snow,3,No,None,2,3.5,Delivered
ORD-013272,10-02-2026,CUS-000414,Enterprise,Jeddah,Saudi Arabia,WH-003,Chicago,Pet Supplies,1.13,149.55,International,SpeedyCargo,4860.3,12,13,Delivered,Yes,1,279.27,Medium,Credit Card,High,Storm,3,No,None,1,3.2,Delivered
ORD-013273,22-05-2026,CUS-001072,Consumer,Abu Dhabi,United Arab Emirates,WH-008,Sydney,Grocery,3.93,77.6,Express,GlobalExpress,1630.2,3,4,Delayed,Yes,1,86.23,Large,Debit Card,Normal,Cloudy,2,Yes,Damaged Package,3,28.8,In Transit
ORD-013274,13-08-2026,CUS-000514,Consumer,Fukuoka,Japan,WH-001,New York,Beauty,0.38,115.35,Standard,SpeedyCargo,294,4,4,Delivered,No,0,9.38,Small,Credit Card,High,Clear,5,No,None,1,4.5,Delivered
ORD-013275,29-09-2026,CUS-004837,Small Business,San Diego,United States,WH-009,Dubai,Office Supplies,0.74,63.94,Express,SwiftShip,760.2,2,2,Delivered,No,0,35.51,Medium,Credit Card,Low,Clear,4,No,None,2,32.8,Delivered
ORD-013276,11-11-2026,CUS-000463,Consumer,San Antonio,United States,WH-001,New York,Electronics,2.2,1021.77,International,EagleCourier,4330.1,12,13,Delivered,Yes,1,373.51,Large,Debit Card,High,Clear,3,No,None,1,12,Delivered
ORD-013277,11-03-2026,CUS-000300,Consumer,San Antonio,United States,WH-002,Los Angeles,Books,0.96,28.79,Express,EagleCourier,4104.8,4,5,Delivered,Yes,1,192.07,Medium,Cash on Delivery,High,Cloudy,2,No,None,1,14.2,Delivered
ORD-013278,05-06-2026,CUS-005444,Consumer,Dallas,United States,WH-003,Chicago,Books,0.68,59,Economy,EagleCourier,2937,10,15,Delivered,Yes,5,58.05,Medium,Credit Card,Normal,Storm,2,No,None,1,21.7,Delivered
ORD-013279,15-11-2026,CUS-004630,Consumer,Rome,Italy,WH-001,New York,Home & Kitchen,1.92,515.76,Standard,GlobalExpress,1899.3,5,5,Delivered,No,0,53.37,Medium,PayPal,High,Clear,4,No,None,1,8,Delivered
ORD-013280,28-05-2026,CUS-005699,Consumer,The Hague,Netherlands,WH-006,Berlin,Fashion,1.22,11.3,Economy,GlobalExpress,225.6,8,10,Delivered,Yes,2,9.22,Medium,Bank Transfer,Normal,Extreme Heat,1,No,None,1,28.9,Delivered
ORD-013281,23-11-2026,CUS-006205,Consumer,Phoenix,United States,WH-005,London,Electronics,0.1,415.19,Standard,EagleCourier,628.7,4,5,In Transit,Yes,1,20.56,Small,Credit Card,High,Storm,2,Yes,Damaged Package,1,11.9,In Transit
ORD-013282,03-05-2026,CUS-003264,Consumer,Strasbourg,France,WH-002,Los Angeles,Beauty,0.14,29.02,Economy,ParcelPro,1365.6,9,12,Delivered,Yes,3,20.3,Small,PayPal,Normal,Snow,4,No,None,1,12.2,Delivered
ORD-013283,26-01-2026,CUS-002679,Consumer,Edmonton,Canada,WH-001,New York,Home & Kitchen,0.76,10.1,International,EagleCourier,2030.8,11,11,Delivered,No,0,101.99,Medium,Debit Card,Low,Clear,5,No,None,1,13,Delivered
ORD-013284,13-06-2026,CUS-003583,Consumer,Sheffield,United Kingdom,WH-007,Paris,Grocery,3.26,60.51,Standard,SwiftShip,1789.7,5,7,In Transit,Yes,2,58.66,Large,Debit Card,Low,Extreme Heat,3,No,None,2,20.1,In Transit
ORD-013285,07-11-2026,CUS-001299,Consumer,Karachi,Pakistan,WH-001,New York,Electronics,2.06,642.55,Standard,SwiftShip,222.5,4,4,Delivered,No,0,18.16,Large,Debit Card,Normal,Cloudy,4,No,None,1,28.2,Delivered
ORD-013286,03-07-2026,CUS-003172,Consumer,Manchester,United Kingdom,WH-003,Chicago,Health & Personal Care,0.8,18.46,Standard,SwiftShip,1676.8,5,5,Delivered,No,0,42.74,Medium,Credit Card,High,Clear,5,No,None,1,6.9,Delivered
ORD-013287,07-01-2026,CUS-000462,Small Business,Chicago,United States,WH-007,Paris,Office Supplies,0.38,132.01,International,PrimeDelivery,1596,11,15,Delivered,Yes,4,66.36,Small,Credit Card,Normal,Storm,3,No,None,1,12.3,Delivered
ORD-013288,01-10-2026,CUS-005945,Consumer,Gold Coast,Australia,WH-002,Los Angeles,Office Supplies,1.09,50.02,Economy,GlobalExpress,2484.2,9,14,Delivered,Yes,5,47.01,Medium,Debit Card,Low,Storm,4,No,None,1,42.1,Delivered
ORD-013289,10-04-2026,CUS-001419,Small Business,Sheffield,United Kingdom,WH-004,Toronto,Books,0.91,34.39,Standard,PrimeDelivery,1464.1,5,5,Delivered,No,0,38.88,Medium,Cash on Delivery,Normal,Clear,5,No,None,1,8,Delivered
ORD-013290,18-06-2026,CUS-002530,Small Business,Philadelphia,United States,WH-003,Chicago,Health & Personal Care,0.1,34.89,Express,PrimeDelivery,2304,3,5,Delivered,Yes,2,70.68,Small,Debit Card,Normal,Storm,4,No,None,1,14.5,Delivered
ORD-013291,26-04-2026,CUS-004878,Small Business,Mecca,Saudi Arabia,WH-009,Dubai,Fashion,0.1,10.39,Standard,EagleCourier,3904.3,7,7,Delivered,No,0,89.05,Small,Debit Card,Normal,Clear,4,No,None,1,8.9,Delivered
ORD-013292,01-03-2026,CUS-002960,Consumer,Canberra,Australia,WH-008,Sydney,Pet Supplies,3.12,10,International,BlueRoute,4667,12,19,Delivered,Yes,7,402.11,Large,PayPal,High,Storm,2,No,None,1,12.8,Delivered
ORD-013293,29-06-2026,CUS-005644,Enterprise,Bangalore,India,WH-009,Dubai,Home & Kitchen,6.98,341.63,Express,SwiftShip,4834.3,4,5,In Transit,Yes,1,314.58,Large,Bank Transfer,Normal,Cloudy,3,No,None,2,8.3,In Transit
ORD-013294,08-12-2026,CUS-005625,Small Business,Quebec City,Canada,WH-007,Paris,Office Supplies,2.87,177.29,Express,FastTrack Logistics,967.6,2,2,Delivered,No,0,68.43,Large,Debit Card,High,Clear,4,No,None,1,11.5,Delivered
ORD-013295,09-10-2026,CUS-005101,Consumer,San Diego,United States,WH-003,Chicago,Home & Kitchen,0.1,141.98,Same Day,SwiftShip,1652.7,2,2,Delivered,No,0,91.68,Small,Digital Wallet,Normal,Clear,5,No,None,1,29.1,Delivered
ORD-013296,30-09-2026,CUS-006142,Consumer,Dusseldorf,Germany,WH-010,Singapore,Electronics,2.34,11.97,Economy,PrimeDelivery,1825.1,9,11,Delivered,Yes,2,48.74,Large,PayPal,Normal,Clear,3,Yes,Changed Mind,1,3.3,Delivered
ORD-013297,08-09-2026,CUS-002074,Consumer,Toulouse,France,WH-007,Paris,Fashion,0.13,11.91,Standard,EagleCourier,522.3,4,4,Delivered,No,0,16.82,Small,Debit Card,High,Cloudy,4,No,None,1,7,Delivered
ORD-013298,24-08-2026,CUS-001024,Consumer,Toronto,Canada,WH-010,Singapore,Sports & Fitness,1.83,10,Express,BlueRoute,3815.5,4,5,Delivered,Yes,1,168.74,Medium,PayPal,High,Rain,3,No,None,2,13.6,Delivered
ORD-013299,11-01-2026,CUS-003769,Consumer,Singapore,Singapore,WH-003,Chicago,Beauty,0.1,14.26,Standard,SwiftShip,2850.6,6,6,Delivered,No,0,69.63,Small,Debit Card,High,Storm,3,No,None,1,2.4,Delivered
ORD-013300,04-10-2026,CUS-002154,Consumer,Delhi,India,WH-006,Berlin,Beauty,0.73,20.66,International,BlueRoute,5976.1,13,15,Delivered,Yes,2,347.68,Medium,Debit Card,High,Cloudy,2,Yes,Not as Described,1,3.5,Delivered
ORD-013301,10-08-2026,CUS-006030,Consumer,Chicago,United States,WH-009,Dubai,Fashion,0.43,163.61,Standard,ParcelPro,3724.2,6,6,Delivered,No,0,86.6,Small,Digital Wallet,Urgent,Clear,3,No,None,1,1.9,Delivered
ORD-013302,01-11-2026,CUS-004705,Consumer,Bristol,United Kingdom,WH-009,Dubai,Sports & Fitness,2.21,144.85,International,BlueRoute,2164.3,11,16,Delivered,Yes,5,167.42,Large,Debit Card,High,Snow,2,Yes,Product Defect,1,8.3,Delivered
ORD-013303,30-01-2026,CUS-003627,Consumer,New York,United States,WH-004,Toronto,Books,0.73,17.33,Express,FastTrack Logistics,3731,4,6,Delivered,Yes,2,213.31,Large,Debit Card,High,Snow,3,No,None,1,13.9,Delivered
ORD-013304,24-01-2026,CUS-006157,Consumer,Dubai,United Arab Emirates,WH-006,Berlin,Grocery,0.1,72.46,Same Day,ParcelPro,4709,2,3,Delivered,Yes,1,365.3,Medium,PayPal,Normal,Clear,2,Yes,Product Defect,1,13.9,Delivered
ORD-013305,15-05-2026,CUS-000092,Consumer,Brisbane,Australia,WH-006,Berlin,Electronics,5.53,566.11,Standard,EagleCourier,241.4,4,4,Delivered,No,0,23.28,Large,PayPal,Normal,Clear,5,No,None,1,7.2,Delivered
ORD-013306,27-03-2026,CUS-000972,Small Business,Dusseldorf,Germany,WH-001,New York,Office Supplies,0.54,76.79,Express,GlobalExpress,135.8,2,2,Delivered,No,0,18.21,Medium,Credit Card,Urgent,Rain,3,No,None,1,7.7,Delivered
ORD-013307,23-10-2026,CUS-000063,Consumer,Rome,Italy,WH-002,Los Angeles,Fashion,1.78,97.05,International,BlueRoute,2447.5,11,12,Delivered,Yes,1,135.99,Medium,Digital Wallet,Normal,Clear,4,No,None,1,9.1,Delivered
ORD-013308,13-02-2026,CUS-006291,Consumer,San Antonio,United States,WH-009,Dubai,Home & Kitchen,2.6,220.12,International,SwiftShip,2052.9,11,11,Delivered,No,0,180.24,Oversized,Debit Card,High,Cloudy,5,No,None,1,2.4,Delivered
ORD-013309,01-04-2026,CUS-002826,Consumer,Phoenix,United States,WH-007,Paris,Grocery,2.94,23.42,International,SwiftShip,2013.9,11,12,Delivered,Yes,1,131.85,Large,Credit Card,Normal,Clear,2,No,None,1,3.7,Delivered
ORD-013310,06-04-2026,CUS-006319,Small Business,Milan,Italy,WH-004,Toronto,Health & Personal Care,1.11,21.67,Standard,SpeedyCargo,961.3,5,5,Delivered,No,0,33.6,Medium,Credit Card,Normal,Clear,5,No,None,1,24.8,Delivered
ORD-013311,30-01-2026,CUS-004308,Small Business,Winnipeg,Canada,WH-005,London,Health & Personal Care,1.04,10.38,Standard,PrimeDelivery,2059.3,5,6,Delivered,Yes,1,53.21,Medium,Credit Card,Low,Cloudy,2,No,None,1,8,Delivered
ORD-013312,20-10-2026,CUS-002658,Consumer,Ahmedabad,India,WH-002,Los Angeles,Sports & Fitness,1.94,71.34,Standard,GlobalExpress,6392.9,8,16,Delayed,Yes,8,182.74,Medium,Credit Card,Low,Storm,3,Yes,Late Delivery,1,6.1,In Transit
ORD-013313,25-03-2026,CUS-001346,Consumer,Valencia,Spain,WH-001,New York,Fashion,0.4,57.29,Standard,PrimeDelivery,669,4,4,Delivered,No,0,19.58,Small,PayPal,High,Cloudy,4,No,None,1,5.8,Delivered
ORD-013314,25-05-2026,CUS-003229,Consumer,Canberra,Australia,WH-005,London,Home & Kitchen,2.65,190.71,Standard,ParcelPro,219.7,4,6,Delivered,Yes,2,21.15,Large,Debit Card,Normal,Storm,2,No,None,1,5.5,Delivered
ORD-013315,14-10-2026,CUS-001012,Small Business,Manchester,United Kingdom,WH-004,Toronto,Home & Kitchen,5.27,362.02,Express,GlobalExpress,1549.9,3,4,Delivered,Yes,1,134.08,Oversized,Digital Wallet,Normal,Rain,4,Yes,Late Delivery,1,9.8,Delivered
ORD-013316,28-01-2026,CUS-005584,Premium,Toronto,Canada,WH-001,New York,Electronics,0.1,21.5,Express,PrimeDelivery,688.5,2,2,Delivered,No,0,28.35,Small,Credit Card,High,Clear,5,No,None,1,8.1,Delivered
ORD-013317,18-10-2026,CUS-004984,Small Business,Nice,France,WH-006,Berlin,Toys,0.1,66.91,Express,FastTrack Logistics,766.5,2,2,Delivered,No,0,31.99,Small,Bank Transfer,Normal,Rain,5,No,None,1,7.2,Delivered
ORD-013318,26-08-2026,CUS-000276,Premium,Sydney,Australia,WH-002,Los Angeles,Sports & Fitness,2.82,271.63,Economy,PrimeDelivery,4711.8,11,13,Delivered,Yes,2,137.63,Large,Credit Card,Low,Clear,3,No,None,1,8.6,Delivered
ORD-013319,20-08-2026,CUS-003474,Consumer,San Diego,United States,WH-004,Toronto,Books,1.22,15.08,Express,ParcelPro,3144.1,4,6,In Transit,Yes,2,128.22,Medium,PayPal,Normal,Storm,3,No,None,1,16.1,In Transit
ORD-013320,04-07-2026,CUS-001364,Small Business,San Diego,United States,WH-001,New York,Fashion,0.25,74.54,Standard,PrimeDelivery,4956.4,7,11,Delayed,Yes,4,110.91,Small,Credit Card,Normal,Storm,2,No,None,1,12.5,Exception
ORD-013321,02-01-2026,CUS-000392,Consumer,Toronto,Canada,WH-003,Chicago,Fashion,1.19,15.28,Standard,EagleCourier,2900.4,6,7,Delivered,Yes,1,87.09,Medium,PayPal,Normal,Clear,3,No,None,1,6,Delivered
ORD-013322,25-08-2026,CUS-002647,Premium,Amsterdam,Netherlands,WH-006,Berlin,Electronics,6.08,1082.39,Standard,SpeedyCargo,912.5,5,8,Delivered,Yes,3,48.75,Large,Credit Card,Low,Snow,3,No,None,1,21.9,Delivered
ORD-013323,18-03-2026,CUS-005224,Consumer,Munich,Germany,WH-001,New York,Fashion,0.67,170.63,Standard,EagleCourier,1602.4,5,6,Delivered,Yes,1,42.03,Medium,Debit Card,Normal,Clear,3,No,None,1,18.4,Delivered
ORD-013324,22-02-2026,CUS-000419,Consumer,Bangalore,India,WH-002,Los Angeles,Fashion,0.71,11.75,International,EagleCourier,3900.2,12,15,Delivered,Yes,3,235.25,Medium,Credit Card,Normal,Clear,3,No,None,1,13.8,Delivered
ORD-013325,26-10-2026,CUS-003474,Consumer,Chicago,United States,WH-002,Los Angeles,Beauty,0.41,10,Standard,FastTrack Logistics,596.5,4,5,Delivered,Yes,1,17.49,Small,PayPal,High,Storm,3,No,None,1,7.3,Delivered
ORD-013326,06-11-2026,CUS-000229,Consumer,Leeds,United Kingdom,WH-002,Los Angeles,Electronics,0.1,593.94,International,BlueRoute,386.2,10,14,In Transit,Yes,4,20.04,Small,Credit Card,Normal,Snow,2,No,None,1,9.2,In Transit
ORD-013327,05-02-2026,CUS-001443,Consumer,Austin,United States,WH-003,Chicago,Books,0.84,17.74,Economy,SwiftShip,1448,9,9,Delivered,No,0,38.64,Large,Credit Card,High,Rain,4,No,None,1,10.8,Delivered
ORD-013328,07-08-2026,CUS-000017,Small Business,Rawalpindi,Pakistan,WH-008,Sydney,Office Supplies,2.13,122.47,Standard,EagleCourier,6403,8,11,Delivered,Yes,3,271.16,Large,Credit Card,Low,Cloudy,3,No,None,1,28.4,Delivered
ORD-013329,09-04-2026,CUS-002766,Consumer,Edmonton,Canada,WH-008,Sydney,Toys,1.18,58.66,Express,GlobalExpress,1238.3,3,3,Delivered,No,0,59.25,Medium,PayPal,Normal,Cloudy,4,No,None,1,10.7,Delivered
ORD-013330,05-10-2026,CUS-004174,Consumer,Phoenix,United States,WH-007,Paris,Home & Kitchen,2.57,69.98,International,SpeedyCargo,4341.5,12,11,Delivered,No,0,376.62,Large,Credit Card,Urgent,Clear,5,Yes,Damaged Package,1,2.7,Delivered
ORD-013331,23-11-2026,CUS-005223,Enterprise,Dusseldorf,Germany,WH-006,Berlin,Toys,0.1,14.83,International,GlobalExpress,1747.1,11,15,Delivered,Yes,4,73.68,Small,Bank Transfer,High,Snow,2,No,None,1,9.2,Delivered
ORD-013332,03-02-2026,CUS-000045,Small Business,Montreal,Canada,WH-006,Berlin,Beauty,0.77,81.83,Economy,ParcelPro,3285.1,10,10,Delivered,No,0,62.81,Medium,Digital Wallet,High,Rain,4,No,None,1,7.4,Delivered
ORD-013333,01-02-2026,CUS-002924,Small Business,Kobe,Japan,WH-004,Toronto,Books,0.41,35.66,International,SpeedyCargo,3813.2,12,13,Delivered,Yes,1,178.74,Small,Bank Transfer,High,Clear,2,Yes,Product Defect,1,2.2,Delivered
ORD-013334,19-07-2026,CUS-000854,Premium,Quebec City,Canada,WH-006,Berlin,Electronics,1.26,26.58,International,BlueRoute,4303.5,12,15,In Transit,Yes,3,358.89,Large,Credit Card,Normal,Clear,3,Yes,Changed Mind,1,21,In Transit
ORD-013335,08-12-2026,CUS-006342,Consumer,Winnipeg,Canada,WH-004,Toronto,Books,0.36,11.99,International,GlobalExpress,4264.6,12,16,In Transit,Yes,4,208.81,Small,PayPal,Urgent,Snow,4,Yes,Damaged Package,1,6.4,In Transit
ORD-013336,15-11-2026,CUS-000548,Small Business,Sao Paulo,Brazil,WH-006,Berlin,Beauty,0.43,28.63,Express,GlobalExpress,4735.7,4,6,Delivered,Yes,2,158.52,Small,Digital Wallet,Normal,Clear,1,No,None,1,3.6,Delivered
ORD-013337,17-07-2026,CUS-002629,Consumer,Philadelphia,United States,WH-009,Dubai,Electronics,1.15,331.13,Economy,ParcelPro,3792.2,10,13,Delivered,Yes,3,85.38,Medium,Credit Card,Urgent,Snow,2,Yes,Product Defect,1,1.7,Delivered
ORD-013338,04-12-2026,CUS-004802,Consumer,San Diego,United States,WH-001,New York,Sports & Fitness,2.31,63.96,International,ParcelPro,3166.5,12,10,Delivered,No,0,236.1,Large,PayPal,Urgent,Extreme Heat,4,No,None,1,2.4,Delivered
ORD-013339,21-07-2026,CUS-003624,Consumer,Leeds,United Kingdom,WH-002,Los Angeles,Electronics,9.35,281.3,Economy,ParcelPro,1755.2,9,8,Delivered,No,0,48.11,Large,Cash on Delivery,High,Cloudy,5,No,None,1,3.7,Delivered
ORD-013340,22-11-2026,CUS-006264,Enterprise,Amsterdam,Netherlands,WH-008,Sydney,Health & Personal Care,0.66,21.49,Standard,BlueRoute,3028.3,6,7,Delivered,Yes,1,86.61,Medium,Digital Wallet,High,Cloudy,2,No,None,1,8.8,Delivered
ORD-013341,15-04-2026,CUS-002717,Consumer,Melbourne,Australia,WH-003,Chicago,Office Supplies,1.05,122.56,Standard,GlobalExpress,6636.1,8,9,Delivered,Yes,1,197.4,Medium,Debit Card,Urgent,Extreme Heat,3,No,None,1,2.2,Delivered
ORD-013342,30-11-2026,CUS-001590,Enterprise,Munich,Germany,WH-005,London,Grocery,3.05,12.05,Standard,PrimeDelivery,1016.1,5,9,Delivered,Yes,4,40.35,Large,Credit Card,Low,Storm,4,No,None,2,29.9,Delivered
ORD-013343,04-02-2026,CUS-000251,Small Business,Riyadh,Saudi Arabia,WH-005,London,Home & Kitchen,5.5,13.26,Express,SwiftShip,718.9,2,2,Delivered,No,0,91.13,Oversized,PayPal,Urgent,Cloudy,4,No,None,1,2.1,Delivered
ORD-013344,26-09-2026,CUS-000843,Premium,Frankfurt,Germany,WH-001,New York,Beauty,0.13,145.52,Economy,SwiftShip,1768.2,9,11,In Transit,Yes,2,26.21,Small,Credit Card,Normal,Storm,2,No,None,1,6,In Transit
ORD-013345,17-12-2026,CUS-006310,Small Business,New York,United States,WH-002,Los Angeles,Toys,0.85,100.88,Express,SwiftShip,3470.6,4,5,Delivered,Yes,1,148.08,Medium,Credit Card,High,Cloudy,3,No,None,1,9.1,Delivered
ORD-013346,10-04-2026,CUS-002293,Small Business,Dallas,United States,WH-002,Los Angeles,Toys,0.49,91.7,Express,EagleCourier,1828.3,3,4,Delivered,Yes,1,51.46,Small,PayPal,High,Storm,4,No,None,2,7.6,Delivered
ORD-013347,20-07-2026,CUS-001581,Consumer,London,United Kingdom,WH-002,Los Angeles,Fashion,0.96,172.69,Standard,EagleCourier,1046.3,5,6,Delivered,Yes,1,31.4,Medium,Debit Card,High,Rain,2,No,None,1,6.7,Delivered
ORD-013348,11-02-2026,CUS-001757,Enterprise,San Antonio,United States,WH-001,New York,Electronics,4.06,479.44,Express,SpeedyCargo,474,2,2,Delivered,No,0,37.99,Large,Digital Wallet,Low,Cloudy,4,Yes,Damaged Package,1,32.4,Delivered
ORD-013349,05-11-2026,CUS-001707,Consumer,Brasilia,Brazil,WH-007,Paris,Beauty,0.43,38.94,Standard,GlobalExpress,2822.9,6,7,Delivered,Yes,1,64.61,Small,Credit Card,Normal,Extreme Heat,2,No,None,1,22.7,Delivered
ORD-013350,28-05-2026,CUS-000021,Premium,Chennai,India,WH-006,Berlin,Sports & Fitness,1.6,169.92,Standard,SpeedyCargo,7906,8,11,Delivered,Yes,3,243.79,Medium,Debit Card,Normal,Rain,2,Yes,Changed Mind,2,24.8,Delivered
ORD-013351,03-12-2026,CUS-004251,Consumer,Madrid,Spain,WH-007,Paris,Sports & Fitness,1.29,100.17,International,GlobalExpress,2274.6,11,14,Delivered,Yes,3,136.93,Medium,Debit Card,Normal,Cloudy,3,No,None,1,6.4,Delivered
